id,lang1,lang2,lang3,lang4,lang5,lang6,lang7,lang8,lang9,lang10
60243, فارسی,,,,,,,,,
48231, English,,,,,,,,,
109886, English,,,,,,,,,
74525, English,,,,,,,,,
42077, English,,,,,,,,,
42266, Deutsch, English,,,,,,,,
154879, हिन्दी,,,,,,,,,
59440, English,,,,,,,,,
85821, English, 日本語,,,,,,,,
33555, English, Français,,,,,,,,
125736, English,,,,,,,,,
94655, Italiano, English,,,,,,,,
131732,,,,,,,,,,
106825, English,,,,,,,,,
10316, English,,,,,,,,,
65283, Français, Español,,,,,,,,
173341,,,,,,,,,,
91961, English,,,,,,,,,
95949, English,,,,,,,,,
84299, English,,,,,,,,,
74725, svenska, English,,,,,,,,
49021, English,,,,,,,,,
38743, English,,,,,,,,,
67885,,,,,,,,,,
37822, हिन्दी,,,,,,,,,
52058, English,,,,,,,,,
58699, English,,,,,,,,,
40807, English,,,,,,,,,
39517, English,,,,,,,,,
52837, English,,,,,,,,,
54469,,,,,,,,,,
41800, English,,,,,,,,,
85916, English,,,,,,,,,
81401, Deutsch, Magyar,,,,,,,,
63375, Pусский,,,,,,,,,
74879, Türkçe,,,,,,,,,
74643, Français,,,,,,,,,
17658, Français,,,,,,,,,
57714, Français,,,,,,,,,
105757, English, Deutsch,,,,,,,,
13687, English,,,,,,,,,
72419, Deutsch,,,,,,,,,
71905, English,,,,,,,,,
114060, Deutsch, English,,,,,,,,
39861, English,,,,,,,,,
123723, Français,,,,,,,,,
115596, 日本語,,,,,,,,,
59852, English,,,,,,,,,
85743, svenska,,,,,,,,,
100784, Pусский,,,,,,,,,
41822, 广州话 / 廣州話, English, 日本語, 普通话,,,,,,
45590, Pусский,,,,,,,,,
103590, ქართული,,,,,,,,,
55863, English,,,,,,,,,
47182,,,,,,,,,,
70803,,,,,,,,,,
91094, 日本語,,,,,,,,,
148284, English, தமிழ், हिन्दी,,,,,,,
75375, English,,,,,,,,,
56345, Deutsch,,,,,,,,,
148327, Français,,,,,,,,,
129427, Deutsch,,,,,,,,,
60421, English, Français, فارسی,,,,,,,
27439, Italiano,,,,,,,,,
50765, English,,,,,,,,,
70636, English,,,,,,,,,
63907, Français, Íslenska,,,,,,,,
113432, Íslenska,,,,,,,,,
33592, English,,,,,,,,,
58402, Italiano,,,,,,,,,
30043, 한국어/조선말,,,,,,,,,
86440, Español,,,,,,,,,
149507, فارسی,,,,,,,,,
126004,,,,,,,,,,
63025, English, Italiano,,,,,,,,
88922, 普通话,,,,,,,,,
64720, English,,,,,,,,,
125039, Français,,,,,,,,,
70588, English,,,,,,,,,
48778, Français,,,,,,,,,
42707, English,,,,,,,,,
31116, English,,,,,,,,,
56401, English,,,,,,,,,
129942, فارسی,,,,,,,,,
134209, Azərbaycan, فارسی,,,,,,,,
113258, Français,,,,,,,,,
117404,,,,,,,,,,
83633, English,,,,,,,,,
69722, Deutsch, English,,,,,,,,
61645, English,,,,,,,,,
218389, English,,,,,,,,,
143841, English,,,,,,,,,
74810, Français,,,,,,,,,
76013, Français, Español,,,,,,,,
54700, English,,,,,,,,,
73588, English,,,,,,,,,
111625, English,,,,,,,,,
43460, Français,,,,,,,,,
52847, English,,,,,,,,,
80122, Español,,,,,,,,,
83015, English,,,,,,,,,
225951, فارسی,,,,,,,,,
47496, Français,,,,,,,,,
85365, Français, Italiano,,,,,,,,
11383, English, Deutsch,,,,,,,,
28858, English,,,,,,,,,
43981, فارسی,,,,,,,,,
80115, Română,,,,,,,,,
24566, English,,,,,,,,,
125553, English,,,,,,,,,
61683, Français,,,,,,,,,
58878, 日本語,,,,,,,,,
37239, 日本語,,,,,,,,,
76853, Český, Deutsch,,,,,,,,
39254, English,,,,,,,,,
72648, English,,,,,,,,,
6182, English,,,,,,,,,
42585, English,,,,,,,,,
337435, Český, Deutsch, Polski,,,,,,,
208309, Polski,,,,,,,,,
147105, English,,,,,,,,,
131098, English,,,,,,,,,
67273, English,,,,,,,,,
73262, Français, Deutsch,,,,,,,,
9345, Dansk, English, svenska,,,,,,,
61267, Français,,,,,,,,,
60981, Deutsch, Pусский,,,,,,,,
91391, English,,,,,,,,,
172004,,,,,,,,,,
162451,,,,,,,,,,
434973,,,,,,,,,,
440178,,,,,,,,,,
49452, Français,,,,,,,,,
126732, Bosanski,,,,,,,,,
35221, English,,,,,,,,,
109991, Pусский,,,,,,,,,
130650, Français,,,,,,,,,
131792, No Language,,,,,,,,,
30014, English,,,,,,,,,
58732, English,,,,,,,,,
133123,,,,,,,,,,
75803, English,,,,,,,,,
68817, English,,,,,,,,,
60935, English, Norsk, Dansk,,,,,,,
53344, English,,,,,,,,,
59437, English,,,,,,,,,
70875,,,,,,,,,,
76543, English,,,,,,,,,
75969, Deutsch,,,,,,,,,
71933, Polski,,,,,,,,,
27999, English,,,,,,,,,
50837, English,,,,,,,,,
71859, English,,,,,,,,,
69480, English,,,,,,,,,
43688, English,,,,,,,,,
70009, English,,,,,,,,,
10005, English, Pусский,,,,,,,,
79094, Italiano,,,,,,,,,
52451, English,,,,,,,,,
49530, English,,,,,,,,,
70925, English,,,,,,,,,
18916, Français,,,,,,,,,
62728, English,,,,,,,,,
46724, English,,,,,,,,,
45013, English,,,,,,,,,
44754, English,,,,,,,,,
72113, English,,,,,,,,,
71677, English,,,,,,,,,
50839, English,,,,,,,,,
71821, Bahasa indonesia,,,,,,,,,
37079, English,,,,,,,,,
23807, English, Italiano,,,,,,,,
52297, English,,,,,,,,,
85766, English,,,,,,,,,
206052, English,,,,,,,,,
72571, English,,,,,,,,,
72432, English, Français,,,,,,,,
71157, العربية, Français,,,,,,,,
45156, English,,,,,,,,,
61730, English,,,,,,,,,
104449,,,,,,,,,,
113105, Italiano,,,,,,,,,
70500, English,,,,,,,,,
139863, euskera,,,,,,,,,
3966, English,,,,,,,,,
58233, Deutsch, 广州话 / 廣州話, English, 普通话, Pусский,,,,,
59965, English,,,,,,,,,
69310, 广州话 / 廣州話, 普通话,,,,,,,,
53487, Français, Magyar,,,,,,,,
76025, English,,,,,,,,,
43845, Français,,,,,,,,,
92751, Italiano,,,,,,,,,
42696, Srpski,,,,,,,,,
138535, No Language,,,,,,,,,
83354, English,,,,,,,,,
12838, Français,,,,,,,,,
22819, English,,,,,,,,,
113137, English,,,,,,,,,
94623, English,,,,,,,,,
123334, English,,,,,,,,,
46147, Dansk, Deutsch, Norsk, svenska,,,,,,
57602, Français,,,,,,,,,
86126, Español,,,,,,,,,
28687, English,,,,,,,,,
140003, Deutsch, Español, English,,,,,,,
58069, 한국어/조선말,,,,,,,,,
72172, עִבְרִית, Español,,,,,,,,
63492, English,,,,,,,,,
69668, English,,,,,,,,,
65992,,,,,,,,,,
58511, Italiano,,,,,,,,,
27642, English,,,,,,,,,
47342, English,,,,,,,,,
70670, Dansk, English, Norsk, Pусский,,,,,,
69735, English, Português,,,,,,,,
126015,,,,,,,,,,
139467, Italiano, Polski, English, Deutsch,,,,,,
344741,,,,,,,,,,
32909, English, 普通话,,,,,,,,
47273,,,,,,,,,,
45610, العربية, English,,,,,,,,
77801, English,,,,,,,,,
78309, English,,,,,,,,,
81315,,,,,,,,,,
61891, English,,,,,,,,,
46934, English,,,,,,,,,
62614,,,,,,,,,,
82020, English,,,,,,,,,
70196, English,,,,,,,,,
56122, Italiano,,,,,,,,,
18865, English,,,,,,,,,
79031, Français,,,,,,,,,
72494, English, Deutsch,,,,,,,,
79401, English,,,,,,,,,
69217, English,,,,,,,,,
61121, svenska,,,,,,,,,
28414, Dansk,,,,,,,,,
83147, English,,,,,,,,,
18520,,,,,,,,,,
27012, English,,,,,,,,,
42605, English,,,,,,,,,
22396, English, Italiano,,,,,,,,
59108, English,,,,,,,,,
88794, English,,,,,,,,,
27769, Magyar, English,,,,,,,,
73499, English,,,,,,,,,
14127, English,,,,,,,,,
49411, English,,,,,,,,,
17578, English,,,,,,,,,
60387, English, Italiano,,,,,,,,
74536, English,,,,,,,,,
52799, Español,,,,,,,,,
40658, English,,,,,,,,,
39450,,,,,,,,,,
95448, Français, Deutsch,,,,,,,,
36261, 普通话,,,,,,,,,
65229, Français,,,,,,,,,
25656, 日本語,,,,,,,,,
64347, Français,,,,,,,,,
6360, Français, Italiano,,,,,,,,
38683, English,,,,,,,,,
157924, English,,,,,,,,,
47189, Český,,,,,,,,,
52472, English,,,,,,,,,
125943,,,,,,,,,,
40592, 日本語,,,,,,,,,
149117, No Language,,,,,,,,,
19034, Český,,,,,,,,,
199072, English,,,,,,,,,
65044, 普通话,,,,,,,,,
75964, English,,,,,,,,,
44826, English,,,,,,,,,
50875, English,,,,,,,,,
70578, English,,,,,,,,,
14673, English,,,,,,,,,
36142, Polski,,,,,,,,,
109435, English,,,,,,,,,
56489, Deutsch,,,,,,,,,
263600,,,,,,,,,,
37958, ελληνικά, English,,,,,,,,
71880, English,,,,,,,,,
37736, 普通话, English,,,,,,,,
185292, English,,,,,,,,,
75311,,,,,,,,,,
54421, 普通话,,,,,,,,,
28629, No Language,,,,,,,,,
31222, English,,,,,,,,,
26738, English,,,,,,,,,
62630, English,,,,,,,,,
70586, English,,,,,,,,,
84427, Français,,,,,,,,,
94336, Deutsch,,,,,,,,,
51994, English,,,,,,,,,
47099, Pусский,,,,,,,,,
121462, 한국어/조선말,,,,,,,,,
51248, English, Español,,,,,,,,
77365, English,,,,,,,,,
75233, Norsk, English,,,,,,,,
12428, Pусский,,,,,,,,,
4790, Français,,,,,,,,,
17495,,,,,,,,,,
80607, English,,,,,,,,,
61985, English,,,,,,,,,
53328, English,,,,,,,,,
65831, Deutsch, , English, Bosanski,,,,,,
72875, English,,,,,,,,,
60422, English, Français, Deutsch,,,,,,,
238616,,,,,,,,,,
55292, Français, 普通话, Polski,,,,,,,
40350, English,,,,,,,,,
43252, English,,,,,,,,,
114975, English,,,,,,,,,
9364, English,,,,,,,,,
48014, English,,,,,,,,,
59206, English,,,,,,,,,
11403, English,,,,,,,,,
47320, English,,,,,,,,,
125249, English,,,,,,,,,
93560, English,,,,,,,,,
4195, Français,,,,,,,,,
14726, English, Français,,,,,,,,
4809, English,,,,,,,,,
181537, English,,,,,,,,,
119564, English,,,,,,,,,
35543, English,,,,,,,,,
65057, English,,,,,,,,,
60420, English,,,,,,,,,
64328, English,,,,,,,,,
10109, 普通话,,,,,,,,,
50619, English, Português,,,,,,,,
65002, العربية, English, Français, Deutsch,,,,,,
107327, English,,,,,,,,,
64983,,,,,,,,,,
20859, English,,,,,,,,,
57212, ภาษาไทย, English,,,,,,,,
23514, English, Deutsch, Español,,,,,,,
75900, English,,,,,,,,,
89086, English,,,,,,,,,
31208, Français,,,,,,,,,
131914, English,,,,,,,,,
405280,,,,,,,,,,
202152,,,,,,,,,,
50036,,,,,,,,,,
296104, Français, English,,,,,,,,
82397, English,,,,,,,,,
25922, Español,,,,,,,,,
64124, Français,,,,,,,,,
30784, English,,,,,,,,,
24185, Italiano,,,,,,,,,
79120, English,,,,,,,,,
46770, Español, Français,,,,,,,,
22165, English,,,,,,,,,
84473, Français,,,,,,,,,
83233, Português,,,,,,,,,
39693, 广州话 / 廣州話, English, Français, 普通话,,,,,,
101124, 普通话,,,,,,,,,
61629, English,,,,,,,,,
178452, English,,,,,,,,,
85677, English,,,,,,,,,
21244, suomi,,,,,,,,,
68634,,,,,,,,,,
13060, English,,,,,,,,,
76234, English,,,,,,,,,
70590, English, , हिन्दी, ,,,,,,
38407, Deutsch, 日本語, 普通话, English,,,,,,
125161, Magyar,,,,,,,,,
94509, Español, English,,,,,,,,
20002, Deutsch, हिन्दी,,,,,,,,
221346, English,,,,,,,,,
125700, Wolof, Français,,,,,,,,
38336, Pусский,,,,,,,,,
15157, English,,,,,,,,,
173456, English,,,,,,,,,
39463, English,,,,,,,,,
30618, English,,,,,,,,,
35841, English,,,,,,,,,
29879, English,,,,,,,,,
74135, 日本語,,,,,,,,,
53457, English, Français, Deutsch, Italiano, ,,,,,
17155,,,,,,,,,,
51409, English, Deutsch, Español,,,,,,,
25834, English,,,,,,,,,
47226, Français,,,,,,,,,
19305, Dansk,,,,,,,,,
57431, English,,,,,,,,,
64685, English,,,,,,,,,
172908, English,,,,,,,,,
29932, Deutsch, Magyar,,,,,,,,
28118, English,,,,,,,,,
45708, English,,,,,,,,,
26985,,,,,,,,,,
11625, Français,,,,,,,,,
9369, Deutsch, Français, English,,,,,,,
9642, English, Français,,,,,,,,
91367, English,,,,,,,,,
79887, English,,,,,,,,,
75622, English,,,,,,,,,
65759, English,,,,,,,,,
125769, English,,,,,,,,,
91781, English,,,,,,,,,
43444, Italiano,,,,,,,,,
66488, English,,,,,,,,,
51052, English,,,,,,,,,
77635, English, Español,,,,,,,,
80555, English,,,,,,,,,
80046, English,,,,,,,,,
52661, English,,,,,,,,,
25413, English,,,,,,,,,
153102, English,,,,,,,,,
182129, English,,,,,,,,,
125506,,,,,,,,,,
85639, Français,,,,,,,,,
37721, English,,,,,,,,,
56601, English,,,,,,,,,
57585, English,,,,,,,,,
91550, English,,,,,,,,,
62046, English,,,,,,,,,
70074, English,,,,,,,,,
76163, English,,,,,,,,,
13396, English,,,,,,,,,
46020, English,,,,,,,,,
43546, English, Español, Français,,,,,,,
111607,,,,,,,,,,
70160, English,,,,,,,,,
174593, Dansk,,,,,,,,,
59457, English,,,,,,,,,
38264, 广州话 / 廣州話, 普通话,,,,,,,,
112698, 普通话,,,,,,,,,
77381, Český,,,,,,,,,
87911, English,,,,,,,,,
15736, Deutsch,,,,,,,,,
49026, English,,,,,,,,,
83229, English, Français, Deutsch, Italiano, Português,,,,,
36662, Română,,,,,,,,,
49040, English, Pусский,,,,,,,,
1254, Français,,,,,,,,,
75345, English,,,,,,,,,
58574, English,,,,,,,,,
66150, English,,,,,,,,,
278822, English,,,,,,,,,
54157, Français,,,,,,,,,
26824, English, Español,,,,,,,,
73448, Dansk,,,,,,,,,
56801,,,,,,,,,,
25653, 한국어/조선말,,,,,,,,,
104465, 日本語,,,,,,,,,
101173, English,,,,,,,,,
103597, English, Français, Español,,,,,,,
39287, English,,,,,,,,,
22075, Polski,,,,,,,,,
46741, Pусский,,,,,,,,,
42450, English,,,,,,,,,
54900, Türkçe,,,,,,,,,
61896, English,,,,,,,,,
83552, فارسی,,,,,,,,,
125264, 日本語,,,,,,,,,
89456, Français,,,,,,,,,
118204, Español,,,,,,,,,
119425, English,,,,,,,,,
17775, English,,,,,,,,,
70955, Français,,,,,,,,,
20186, English,,,,,,,,,
99642, Français, English,,,,,,,,
123712, Română,,,,,,,,,
57157, English,,,,,,,,,
30245, English, isiZulu,,,,,,,,
70577, English,,,,,,,,,
62838, English,,,,,,,,,
56292, English, Pусский, Français, العربية, svenska,,,,,
262475, English,,,,,,,,,
74465, English,,,,,,,,,
40693, English, Français,,,,,,,,
65754, English,,,,,,,,,
71469, English,,,,,,,,,
45320, English,,,,,,,,,
16939, English,,,,,,,,,
55301, English,,,,,,,,,
73873, English, Français,,,,,,,,
52274, Español,,,,,,,,,
378477, Română,,,,,,,,,
51995, English,,,,,,,,,
80038, English,,,,,,,,,
82203, English,,,,,,,,,
63207, English, Français, Español,,,,,,,
25688, English,,,,,,,,,
79777, Bosanski, Hrvatski, English, Srpski,,,,,,
84505, English,,,,,,,,,
25915, English,,,,,,,,,
111100, English,,,,,,,,,
85942, English,,,,,,,,,
58192, English,,,,,,,,,
52359, English,,,,,,,,,
75315, English,,,,,,,,,
2349, Deutsch,,,,,,,,,
46641, English,,,,,,,,,
92464, English,,,,,,,,,
24986, 普通话,,,,,,,,,
56761,,,,,,,,,,
24833, English,,,,,,,,,
53505, English,,,,,,,,,
45138, English,,,,,,,,,
48153, Français, English,,,,,,,,
36522, English,,,,,,,,,
74518, English, Français,,,,,,,,
59006, English,,,,,,,,,
41066, English, 日本語,,,,,,,,
53100, English,,,,,,,,,
293114, suomi,,,,,,,,,
116537, suomi,,,,,,,,,
118955, English,,,,,,,,,
72997, English,,,,,,,,,
82698, हिन्दी,,,,,,,,,
73939, English,,,,,,,,,
13247, English,,,,,,,,,
50393, English,,,,,,,,,
71866, English, Deutsch,,,,,,,,
72766,,,,,,,,,,
76487, English,,,,,,,,,
74523, English,,,,,,,,,
76785, English,,,,,,,,,
77866, English,,,,,,,,,
14163, हिन्दी,,,,,,,,,
74878, Français,,,,,,,,,
72821,,,,,,,,,,
389854,,,,,,,,,,
43984, فارسی,,,,,,,,,
269963, العربية, Nederlands, Français, Italiano,,,,,,
148503, English,,,,,,,,,
78461, English, Français,,,,,,,,
75301, English,,,,,,,,,
112655, English,,,,,,,,,
63574, English,,,,,,,,,
37006, Español,,,,,,,,,
95538, English, Deutsch, Português,,,,,,,
184795, English,,,,,,,,,
62837, English,,,,,,,,,
63498, Español, English, Français,,,,,,,
71688, English,,,,,,,,,
39072, Français, English,,,,,,,,
15346, English,,,,,,,,,
78182, Pусский,,,,,,,,,
257608,,,,,,,,,,
81527, Română,,,,,,,,,
53128, ελληνικά,,,,,,,,,
65233, Français,,,,,,,,,
73066, English,,,,,,,,,
31309, Deutsch,,,,,,,,,
148353, Català, Español,,,,,,,,
33684, Český,,,,,,,,,
35156, English,,,,,,,,,
72721, English, Español,,,,,,,,
162374, Français,,,,,,,,,
72842, English,,,,,,,,,
79465, English,,,,,,,,,
79896, English, Polski, Pусский,,,,,,,
57829, English, Español,,,,,,,,
42157, English,,,,,,,,,
57353, English, Srpski, Türkçe,,,,,,,
84420,,,,,,,,,,
47383, Español,,,,,,,,,
38541, English,,,,,,,,,
52520, English, Pусский,,,,,,,,
75174, English,,,,,,,,,
49527, English,,,,,,,,,
55741, 普通话,,,,,,,,,
68861, suomi,,,,,,,,,
84407,,,,,,,,,,
124210, English,,,,,,,,,
37038, English,,,,,,,,,
72313, English,,,,,,,,,
8368, English,,,,,,,,,
60938, English,,,,,,,,,
145594, Español,,,,,,,,,
58194, English,,,,,,,,,
70435, English, Español,,,,,,,,
66118, Français,,,,,,,,,
26283, English,,,,,,,,,
260064, English,,,,,,,,,
105548, English,,,,,,,,,
110139, English,,,,,,,,,
94741, English,,,,,,,,,
31337, English, Deutsch,,,,,,,,
65760, English, Română, Pусский, Srpski,,,,,,
74997, English,,,,,,,,,
75579,,,,,,,,,,
45971, English,,,,,,,,,
60364, English, Deutsch, Polski,,,,,,,
28632, 日本語,,,,,,,,,
47648, 广州话 / 廣州話,,,,,,,,,
15044, English,,,,,,,,,
34179, 广州话 / 廣州話, 普通话,,,,,,,,
35250,,,,,,,,,,
32831, English, Français, Italiano,,,,,,,
42990, Español, English,,,,,,,,
65892, English,,,,,,,,,
78450, 普通话,,,,,,,,,
87408, العربية,,,,,,,,,
82321, English,,,,,,,,,
115150, Deutsch,,,,,,,,,
96888, English, Deutsch, עִבְרִית,,,,,,,
102809,,,,,,,,,,
86732, English, Magyar, Latin,,,,,,,
86081,,,,,,,,,,
123690, Română,,,,,,,,,
63230, Français,,,,,,,,,
62564, English, Norsk,,,,,,,,
77560, Deutsch,,,,,,,,,
56815, Español,,,,,,,,,
25621,,,,,,,,,,
24870, English,,,,,,,,,
25774,,,,,,,,,,
58251, English,,,,,,,,,
125316, English,,,,,,,,,
97394,,,,,,,,,,
21613, 日本語,,,,,,,,,
40939, العربية, English,,,,,,,,
66436, Français,,,,,,,,,
32169, Nederlands,,,,,,,,,
70149, Magyar, Română,,,,,,,,
57046,,,,,,,,,,
27230, English,,,,,,,,,
58391, suomi,,,,,,,,,
86457, English,,,,,,,,,
50357, Český, English,,,,,,,,
82269, Français,,,,,,,,,
74998, English,,,,,,,,,
159615, English,,,,,,,,,
54436, Français,,,,,,,,,
71670, Český, English, Français, Deutsch, Magyar, Polski,,,,
21864, English,,,,,,,,,
36865, 日本語,,,,,,,,,
28512, English,,,,,,,,,
93164, বাংলা,,,,,,,,,
90770, Français, Italiano, English,,,,,,,
71271, English,,,,,,,,,
72431, English, Français, Deutsch,,,,,,,
73686, Polski, Deutsch, Український, Français,,,,,,
43095, 日本語,,,,,,,,,
76758, 普通话, 日本語, English,,,,,,,
45176, Pусский,,,,,,,,,
70917,,,,,,,,,,
72186, English,,,,,,,,,
42968, Español,,,,,,,,,
57190, English,,,,,,,,,
77338, English, Français,,,,,,,,
73562, Français,,,,,,,,,
54054, English,,,,,,,,,
35663, English,,,,,,,,,
23340, English,,,,,,,,,
96495,,,,,,,,,,
35659, English,,,,,,,,,
80591, Pусский, English, Français,,,,,,,
58428, English,,,,,,,,,
142118, suomi,,,,,,,,,
130900, English,,,,,,,,,
19235, English,,,,,,,,,
78698, English,,,,,,,,,
85949, English,,,,,,,,,
122515, English,,,,,,,,,
58704, 日本語,,,,,,,,,
101520,,,,,,,,,,
70387, English,,,,,,,,,
76142, English, Français,,,,,,,,
57809, Pусский,,,,,,,,,
85317, Pусский,,,,,,,,,
57343, English,,,,,,,,,
43711, English,,,,,,,,,
76651,,,,,,,,,,
244115, 日本語,,,,,,,,,
52517, English,,,,,,,,,
50698, English,,,,,,,,,
48492, 普通话, Español,,,,,,,,
118911, English,,,,,,,,,
56126, ,,,,,,,,,
153845,,,,,,,,,,
409900,,,,,,,,,,
38371, Polski,,,,,,,,,
14224, Polski,,,,,,,,,
76726, English,,,,,,,,,
65086, English,,,,,,,,,
148033, English,,,,,,,,,
80125, Deutsch, Français, English,,,,,,,
107056, Polski,,,,,,,,,
52850, English,,,,,,,,,
64678, English,,,,,,,,,
57400, English, עִבְרִית, Română,,,,,,,
93834,,,,,,,,,,
67911, English, Polski,,,,,,,,
66120, Français,,,,,,,,,
25058, English,,,,,,,,,
42457, English,,,,,,,,,
26223, English,,,,,,,,,
108688, English,,,,,,,,,
192695, English,,,,,,,,,
42409,,,,,,,,,,
212713, English,,,,,,,,,
75170, English,,,,,,,,,
30849, English,,,,,,,,,
15167, English,,,,,,,,,
13976, English,,,,,,,,,
13586, English,,,,,,,,,
26118, English,,,,,,,,,
79133, English,,,,,,,,,
59961, English, Afrikaans, Español,,,,,,,
72570, English,,,,,,,,,
63749, English,,,,,,,,,
49354, English,,,,,,,,,
76399, English,,,,,,,,,
39276, English, 日本語,,,,,,,,
94209, English,,,,,,,,,
72338,,,,,,,,,,
25143, English,,,,,,,,,
80379, English,,,,,,,,,
69266, English,,,,,,,,,
84797, Français, Polski, Español,,,,,,,
75000, English, svenska,,,,,,,,
130090, English,,,,,,,,,
14205, English,,,,,,,,,
29268, 日本語,,,,,,,,,
63217, English,,,,,,,,,
54146, 日本語,,,,,,,,,
288094, English,,,,,,,,,
84028, Español,,,,,,,,,
78480, Français,,,,,,,,,
108222, English,,,,,,,,,
125695,,,,,,,,,,
144611,,,,,,,,,,
92670, English, 日本語,,,,,,,,
84200, English,,,,,,,,,
37621, English, Français,,,,,,,,
99254,,,,,,,,,,
73700, English,,,,,,,,,
91181, English,,,,,,,,,
72545, English,,,,,,,,,
124847, English,,,,,,,,,
86099, Deutsch,,,,,,,,,
253105, suomi, Deutsch,,,,,,,,
112485,,,,,,,,,,
51999, Český, English, Français,,,,,,,
47763, English,,,,,,,,,
16702, עִבְרִית,,,,,,,,,
126016, English,,,,,,,,,
83716, English,,,,,,,,,
84001,,,,,,,,,,
278458, Español,,,,,,,,,
79940, English,,,,,,,,,
43459, Español,,,,,,,,,
189076,,,,,,,,,,
64029, suomi,,,,,,,,,
29483, English,,,,,,,,,
88491, Pусский,,,,,,,,,
404471,,,,,,,,,,
79362, Deutsch,,,,,,,,,
53174, Deutsch,,,,,,,,,
84259, English,,,,,,,,,
71184, English,,,,,,,,,
37464, English,,,,,,,,,
85988, suomi,,,,,,,,,
84917,,,,,,,,,,
75469, Français, English,,,,,,,,
83732, English,,,,,,,,,
215478, български език, Pусский,,,,,,,,
30596, 普通话, 广州话 / 廣州話, English,,,,,,,
75948, 普通话,,,,,,,,,
81870, 普通话,,,,,,,,,
29564, English,,,,,,,,,
71771,,,,,,,,,,
16564, Nederlands, English, Deutsch,,,,,,,
110603, English,,,,,,,,,
98079, English,,,,,,,,,
96771, English,,,,,,,,,
115656,,,,,,,,,,
14933, English,,,,,,,,,
73921, Español,,,,,,,,,
81111, English,,,,,,,,,
106199, Español,,,,,,,,,
147621, No Language,,,,,,,,,
247500, Français,,,,,,,,,
29750, English,,,,,,,,,
31400, Srpski,,,,,,,,,
81716, English,,,,,,,,,
140632, English,,,,,,,,,
51578, Český,,,,,,,,,
82762,,,,,,,,,,
70954, English,,,,,,,,,
74471, English,,,,,,,,,
108155, English,,,,,,,,,
35671, English,,,,,,,,,
71676, English,,,,,,,,,
77459, Français,,,,,,,,,
158920,,,,,,,,,,
163937, English,,,,,,,,,
178595, ελληνικά, Español,,,,,,,,
21634, English, Português,,,,,,,,
70374, English,,,,,,,,,
44053, English,,,,,,,,,
27902, English,,,,,,,,,
55802, Română,,,,,,,,,
186755,,,,,,,,,,
53798, English,,,,,,,,,
54507, English,,,,,,,,,
59017, English,,,,,,,,,
105983, suomi,,,,,,,,,
51875, English,,,,,,,,,
73936, English,,,,,,,,,
46504, English, Français,,,,,,,,
147886, English,,,,,,,,,
80030, English,,,,,,,,,
26397, English, Français,,,,,,,,
83860, English,,,,,,,,,
79890, Pусский, English, Deutsch,,,,,,,
81675, Română,,,,,,,,,
98096,,,,,,,,,,
59045, Italiano,,,,,,,,,
43026, Français,,,,,,,,,
168210, English, Italiano,,,,,,,,
62116, Français,,,,,,,,,
70876, English,,,,,,,,,
57243, Français, Español,,,,,,,,
29694, English, Deutsch, Italiano,,,,,,,
52454, English, Français, Español,,,,,,,
71672, English,,,,,,,,,
144454, No Language,,,,,,,,,
77495, Español,,,,,,,,,
55198, 日本語,,,,,,,,,
71254, English, 普通话,,,,,,,,
202941, English,,,,,,,,,
27709, English,,,,,,,,,
53033, English,,,,,,,,,
32708, Français,,,,,,,,,
276220, Wolof,,,,,,,,,
36427, English,,,,,,,,,
45569, English,,,,,,,,,
17790, Deutsch, English,,,,,,,,
15086, English, Français,,,,,,,,
48458, English,,,,,,,,,
85883, Français,,,,,,,,,
25831, English,,,,,,,,,
116231, Français,,,,,,,,,
52264, Français,,,,,,,,,
77076, Italiano,,,,,,,,,
79707, 日本語,,,,,,,,,
79548, English,,,,,,,,,
184507,,,,,,,,,,
72213, English,,,,,,,,,
17345, English,,,,,,,,,
57214, English,,,,,,,,,
73723, English,,,,,,,,,
25228, svenska,,,,,,,,,
73937, English,,,,,,,,,
214349,,,,,,,,,,
399229,,,,,,,,,,
18705, English,,,,,,,,,
75674, English, Pусский,,,,,,,,
38674, English,,,,,,,,,
46813, English,,,,,,,,,
82620, English,,,,,,,,,
59962, English,,,,,,,,,
53418, English,,,,,,,,,
53420, English,,,,,,,,,
53410,,,,,,,,,,
53403,,,,,,,,,,
77669,,,,,,,,,,
26642, English,,,,,,,,,
49529, English,,,,,,,,,
123320, suomi,,,,,,,,,
53424,,,,,,,,,,
44246, Deutsch, Türkçe,,,,,,,,
59974, English,,,,,,,,,
85963,,,,,,,,,,
196784, English, Deutsch,,,,,,,,
119364, English,,,,,,,,,
74406, English,,,,,,,,,
53414,,,,,,,,,,
53419, English,,,,,,,,,
47650, English,,,,,,,,,
68450, English,,,,,,,,,
79108, Español, Français,,,,,,,,
64288, English,,,,,,,,,
167112,,,,,,,,,,
288098, Bosanski, Français,,,,,,,,
46101, 日本語,,,,,,,,,
74387, English,,,,,,,,,
267197, Bosanski,,,,,,,,,
178543, Bahasa indonesia,,,,,,,,,
288291, Español, English,,,,,,,,
80184, Español,,,,,,,,,
52349, Français,,,,,,,,,
3051, English,,,,,,,,,
48373, English,,,,,,,,,
47682, English,,,,,,,,,
20683, 日本語,,,,,,,,,
77949, Français, English,,,,,,,,
41411, Français, Deutsch, ,,,,,,,
45595, English,,,,,,,,,
28524, English,,,,,,,,,
92117, English, Português,,,,,,,,
